p_0,p_1,alpha_2,mu0_0,mu0_1,beta_2,mu1_0,mu1_1,gamma_2,count,bias_RA,var_RA,bias_IPW,var_IPW,bias_AIPW,var_AIPW,bias_IPWRA,var_IPWRA,bias_NNMATCH,var_NNMATCH,bias_PSMATCH,var_PSMATCH,_merge,MSE_RA,MSE_IPW,MSE_AIPW,MSE_IPWRA,MSE_NNMATCH,MSE_PSMATCH,min_absbias,minimizing_absbias
.75,.25,-1.42,.5,.5,-1.6,.25,.75,1.42,88,.0098959049,.00248596,-.34771603,.1141127,.19346678,.031131169,.5661,.018362783,.000089999405,.0032522227,.00017199939,.0032565841,matched (3),.0025838891,.23501915,.068560563,.33883199,.0032522308,.0032566136,.0098959049,1
.75,.25,-1.42,.5,.5,-1.6,.5,.5,-1.6,89,.052773293,.0023532067,-.31243676,.11423197,.22918926,.030837342,-.15951656,.018610148,-.0008359999,.002982256,-.00077699992,.0029914256,matched (3),.0051382273,.21184871,.08336506,.044055682,.002982955,.0029920293,.052773293,1
.75,.25,-1.42,.5,.5,-1.6,.5,.5,1.6,90,.0064724796,.0024760386,-.34620398,.11498317,.19050317,.030272387,.34862268,.019125095,-.00096499891,.0032067122,-.00088399934,.0032111173,matched (3),.0025179316,.23484036,.066563845,.14066286,.0032076435,.0032118987,.0064724796,1
.75,.25,-1.42,.5,.5,1.6,.75,.25,-1.42,91,-.010917755,.0027597088,-.32865465,.084172465,-.19101159,.03078822,-.75687492,.011626199,-.00076899986,.0033223338,-.00086999981,.0033317176,matched (3),.0028789062,.19218634,.067273647,.58448583,.0033229252,.0033324745,.010917755,1
.75,.25,-1.42,.5,.5,1.6,.75,.25,-.5,92,-.024434891,.0029036447,-.33851638,.084460601,-.20232096,.031272177,-.61097062,.011782619,-.0012749996,.0034177275,-.0013599994,.0034308725,matched (3),.0035007086,.19905394,.072205946,.3850677,.0034193532,.0034327221,.024434891,1
.75,.25,-1.42,.5,.5,1.6,.75,.25,.5,93,-.038977757,.002835236,-.34912533,.08429642,-.2144918,.031176427,-.45575437,.011466399,-.00098600006,.0034555879,-.00105,.0034702222,matched (3),.0043545016,.20618491,.077183157,.21917844,.0034565602,.0034713247,.038977757,1
.75,.25,-1.42,.5,.5,1.6,.75,.25,1.42,94,-.052322362,.0026563844,-.35889137,.084352769,-.2256501,.031241205,-.31320265,.011396816,-.001092,.0032412347,-.0011720001,.0032494192,matched (3),.0053940141,.21315578,.082159176,.10949272,.0032424273,.0032507926,.052322362,1
.75,.25,-1.42,.5,.5,1.6,.25,.75,-1.42,95,-.011142957,.0027025011,-.33726621,.083382964,-.19123814,.030045835,-.26310232,.010667103,-.00074299925,.0031662174,-.00081900001,.0031773162,matched (3),.0028266667,.19713145,.066617861,.079889938,.0031667694,.0031779869,.011142957,1
.75,.25,-1.42,.5,.5,1.6,.25,.75,-.5,96,-.023937631,.0028893745,-.34648567,.083671071,-.20185152,.030240722,-.11174026,.010995623,-.00061399961,.0032609396,-.00068699964,.0032756736,matched (3),.0034623847,.20372339,.070984758,.023481509,.0032613166,.0032761456,.023937631,1
.75,.25,-1.42,.5,.5,1.6,.25,.75,.5,97,-.038341634,.0028791912,-.35697719,.083600864,-.21389084,.030210735,.049007595,.011123359,-.00066000002,.0032992323,-.00072699989,.0033105172,matched (3),.0043492722,.21103358,.075960025,.013525103,.003299668,.0033110457,.038341634,1
.75,.25,-1.42,.5,.5,1.6,.25,.75,1.42,98,-.051527735,.0027770498,-.36655769,.083701722,-.22489503,.030293826,.19269305,.011248612,-.00062700006,.0032586567,-.00069000002,.0032686205,matched (3),.0054321573,.21806626,.080871597,.048379224,.0032590497,.0032690966,.051527735,1
.75,.25,-1.42,.5,.5,1.6,.5,.5,-1.6,99,-.0086503457,.002654331,-.33127841,.083709784,-.18917257,.030351775,-.53292352,.011215906,-.0015529994,.0031591032,-.0016389986,.0031726223,matched (3),.0027291595,.19345517,.066138037,.29522339,.0031615151,.0031753087,.0086503457,1
.75,.25,-1.42,.5,.5,1.6,.5,.5,1.6,100,-.054951161,.0026563813,-.36504564,.084316611,-.22785865,.030942287,-.024784286,.011646716,-.001682,.0032652495,-.001746,.0032750906,matched (3),.0056760116,.21757492,.082861848,.012260977,.0032680787,.003278139,.024784286,4
.75,.25,-.5,.75,.25,-1.42,.75,.25,-1.42,101,.014521525,.0014961319,.0032496748,.0015494453,.024067862,.001647164,-.014515416,.0075805075,.00133,.0019505282,.00129,.0019496261,matched (3),.0017070066,.0015600057,.002226426,.0077912048,.0019522972,.0019512903,.0032496748,2
.75,.25,-.5,.75,.25,-1.42,.75,.25,-.5,102,.0053029624,.0016935504,-.0010181384,.0017706072,.01871532,.0018366768,.13475683,.0079529528,.0013080001,.0022072848,.0012500001,.0022064925,matched (3),.0017216718,.0017716438,.0021869401,.026112357,.0022089956,.002208055,.0010181384,2
.75,.25,-.5,.75,.25,-1.42,.75,.25,.5,103,-.0045132451,.0016808262,-.0055162371,.0017806721,.013044459,.0018064217,.29352498,.0076206154,.0015120006,.0021958507,.0014560004,.0021960763,matched (3),.0017011956,.001811101,.0019765797,.09377753,.0021981369,.0021981962,.0045132451,1
.75,.25,-.5,.75,.25,-1.42,.75,.25,1.42,104,-.013541549,.0014172499,-.0096729537,.0015938294,.0078245085,.001542218,.43980902,.0074802078,.0017509992,.0018811962,.0016979993,.0018812219,matched (3),.0016006235,.0016873954,.001603441,.20091219,.0018842622,.0018841051,.0078245085,3
.75,.25,-.5,.75,.25,-1.42,.25,.75,-1.42,105,.014658843,.0015987235,-.0015720829,.0016255033,.024193998,.0017452147,.47716346,.0065344847,.001682,.0019916026,.0016180001,.0019903963,matched (3),.0018136052,.0016279748,.0023305642,.23421946,.0019944317,.0019930142,.0015720829,2
.75,.25,-.5,.75,.25,-1.42,.25,.75,-.5,106,.0056047328,.0018088437,-.0057407655,.0018765823,.018967951,.0019470409,.63344342,.0071380436,.0017680001,.0022543317,.0017100001,.0022552628,matched (3),.0018402567,.0019095386,.0023068241,.40838861,.0022574575,.0022581869,.0056047328,1
.75,.25,-.5,.75,.25,-1.42,.25,.75,.5,107,-.0043148408,.001768356,-.01035027,.0018894722,.01316855,.0019018202,.79770267,.0077052121,.0017080002,.0022614817,.0016620003,.002263895,matched (3),.0017869738,.0019966003,.0020752309,.64403474,.0022643991,.0022666573,.0043148408,1
.75,.25,-.5,.75,.25,-1.42,.25,.75,1.42,108,-.01285008,.0015863917,-.013990405,.0017745594,.0084605739,.0017460948,.9466024,.0079881968,.0021240003,.0021169363,.0020940006,.0021170478,matched (3),.0017515162,.0019702909,.0018176761,.90404433,.0021214476,.0021214327,.0084605739,3
.75,.25,-.5,.75,.25,-1.42,.5,.5,-1.6,109,.016280217,.0014766445,.001589784,.0015197769,.025090752,.0016300979,.20946851,.0070807864,.00081,.0019536912,.00075800001,.0019534128,matched (3),.00174169,.0015223043,.0022596437,.050957844,.0019543474,.0019539874,.001589784,2
.75,.25,-.5,.75,.25,-1.42,.5,.5,1.6,110,-.015585672,.0015546625,-.013266903,.0017513514,.0065097706,.0017182849,.73074126,.0082850037,.0011419995,.0020482687,.0010959991,.0020458899,matched (3),.0017975756,.0019273622,.0017606621,.5422678,.0020495728,.002047091,.0065097706,3
.75,.25,-.5,.75,.25,-.5,.75,.25,-1.42,111,.014370243,.0018296905,-.0034541213,.0019959086,.014159235,.0018847672,-.1633614,.0079452898,.00038800019,.0025841747,.00035000037,.0025845976,matched (3),.0020361943,.0020078395,.002085251,.034632236,.0025843254,.00258472,.0034541213,2
.75,.25,-.5,.75,.25,-.5,.75,.25,-.5,112,.0051516797,.0019326047,-.0077219345,.002119486,.0088066924,.0019882438,-.014089143,.0082319099,.00036600005,.0027240487,.00031000006,.0027242682,matched (3),.0019591446,.0021791141,.0020658015,.0084304139,.0027241826,.0027243644,.0051516797,1
.75,.25,-.5,.75,.25,-.5,.75,.25,.5,113,-.0046645282,.0019534549,-.012220033,.0021621983,.0031358313,.0019998301,.144679,.0079478985,.00056999992,.0026877783,.00051600003,.0026881672,matched (3),.0019752127,.0023115275,.0020096635,.028879911,.0026881031,.0026884335,.0031358313,3
.75,.25,-.5,.75,.25,-.5,.75,.25,1.42,114,-.01369283,.0017425073,-.016376749,.0020221828,-.0020841171,.00179993,.29096302,.0076212441,.00080899912,.0023822696,.00075799931,.0023843364,matched (3),.001930001,.0022903807,.0018042736,.092280723,.0023829241,.0023849111,.0020841171,3
.75,.25,-.5,.75,.25,-.5,.25,.75,-1.42,115,.01450756,.00189755,-.0082758786,.0020728621,.014285372,.0019537811,.32831746,.0066807959,.00074000028,.002585869,.00067800033,.0025876611,matched (3),.0021080193,.0021413523,.002157853,.11447315,.0025864167,.0025881208,.0082758786,2
.75,.25,-.5,.75,.25,-.5,.25,.75,-.5,116,.0054534501,.0020362709,-.012444562,.0022428234,.0090593239,.0020865139,.48459741,.0070830998,.000826,.0027353303,.00076999998,.0027396819,matched (3),.0020660111,.0023976904,.0021685853,.24191776,.0027360125,.0027402746,.0054534501,1
.75,.25,-.5,.75,.25,-.5,.25,.75,.5,117,-.0044661225,.0020572823,-.017054066,.0023070532,.003259924,.002105338,.6488567,.0075224717,.00076600001,.0027999862,.00072200008,.0028038805,matched (3),.0020772284,.0025978943,.0021159651,.42853749,.0028005729,.0028044018,.003259924,3
.75,.25,-.5,.75,.25,-.5,.25,.75,1.42,118,-.013001362,.001878675,-.0206942,.0021801838,-.001448052,.0019487212,.79775643,.0077611329,.0011819997,.0026198006,.0011539997,.0026205266,matched (3),.0020477104,.0026084336,.0019508181,.64417648,.0026211978,.0026218584,.001448052,3
.75,.25,-.5,.75,.25,-.5,.5,.5,-1.6,119,.016128935,.0017240386,-.0051140119,.0019026261,.015182125,.0017899537,.060622536,.0073639778,-.00013200015,.0024564345,-.00018200022,.0024581149,matched (3),.0019841811,.0019287793,.0020204505,.01103907,.002456452,.0024581479,.0051140119,2
.75,.25,-.5,.75,.25,-.5,.5,.5,1.6,120,-.015736952,.0018203151,-.019970698,.0021174084,-.0033988548,.0019002737,.58189529,.0083497493,.0002000001,.0025617774,.00015599994,.0025607564,matched (3),.0020679669,.0025162373,.001911826,.34695187,.0025618174,.0025607808,.0033988548,3
.75,.25,-.5,.75,.25,.5,.75,.25,-1.42,121,.014601029,.0020080418,-.010650763,.002266627,.0033497692,.0020229849,-.3262476,.0076482696,-.000092001064,.0027371901,-.00011600095,.0027372355,matched (3),.0022212318,.0023800659,.0020342059,.11408577,.0027371985,.002737249,.0033497692,3
.75,.25,-.5,.75,.25,.5,.75,.25,-.5,122,.0053824671,.0021387232,-.014918576,.0024132649,-.0020027729,.002160551,-.17697535,.0078424485,-.00011400005,.0028609608,-.00015600001,.0028605075,matched (3),.002167694,.0026358289,.0021645622,.039162725,.0028609738,.0028605319,.0020027729,3
.75,.25,-.5,.75,.25,.5,.75,.25,.5,123,-.0044337409,.0021613133,-.019416675,.0024637834,-.0076736338,.0021928938,-.018207217,.0075225588,.000090000023,.0028782063,.000050000046,.0028777882,matched (3),.0021809714,.0028407907,.0022517785,.0078540612,.0028782145,.0028777907,.0044337409,1
.75,.25,-.5,.75,.25,.5,.75,.25,1.42,124,-.013462042,.0019295507,-.023573389,.0023035002,-.012893582,.001994204,.12807682,.0072272718,.00032899997,.0025700298,.00029199995,.0025714273,matched (3),.0021107772,.0028592048,.0021604483,.023630943,.0025701381,.0025715125,.012893582,3
.75,.25,-.5,.75,.25,.5,.25,.75,-1.42,125,.014738348,.0020986295,-.01547252,.0023958425,.0034759066,.0021097204,.16543126,.0065760706,.00026000023,.0027880727,.00021200012,.0027897861,matched (3),.0023158484,.0026352413,.0021218022,.033943571,.0027881402,.002789831,.0034759066,3
.75,.25,-.5,.75,.25,.5,.25,.75,-.5,126,.0056842379,.0022734019,-.019641204,.0025895999,-.0017501417,.0022784597,.32171121,.0068505369,.00034600007,.0029129598,.00030400019,.0029157535,matched (3),.0023057126,.0029753768,.0022815226,.11034864,.0029130795,.002915846,.0017501417,3
.75,.25,-.5,.75,.25,.5,.25,.75,.5,127,-.0042353347,.002251368,-.024250709,.0026105056,-.0075495411,.0022715332,.4859705,.0072599621,.00028599994,.0029188597,.00025599994,.002921714,matched (3),.002269306,.0031986025,.0023285288,.24342729,.0029189414,.0029217794,.0042353347,1
.75,.25,-.5,.75,.25,.5,.25,.75,1.42,128,-.012770574,.0020535998,-.027890841,.0024611908,-.012257517,.0021046631,.63487017,.0073475251,.00070199999,.0027549341,.00068800006,.0027560133,matched (3),.0022166874,.0032390899,.0022549098,.41040766,.002755427,.0027564866,.012257517,3
.75,.25,-.5,.75,.25,.5,.5,.5,-1.6,129,.016359724,.0019220141,-.012310653,.0022085973,.0043726615,.0019468596,-.10226368,.0071392534,-.00061200018,.0026418522,-.00064800022,.0026441368,matched (3),.0021896546,.0023601495,.0019659798,.017597115,.0026422269,.0026445566,.0043726615,3
.75,.25,-.5,.75,.25,.5,.5,.5,1.6,130,-.015506164,.0020375096,-.027167339,.0024392679,-.01420832,.0021132207,.41900909,.0078137508,-.00027999992,.0027369307,-.00031000009,.0027369312,matched (3),.0022779508,.0031773322,.002315097,.18338236,.0027370092,.0027370274,.01420832,3
.75,.25,-.5,.75,.25,1.42,.75,.25,-1.42,131,.01555305,.001787779,-.016299516,.0021186364,-.0056858109,.001873019,-.47490177,.0073262146,-.0002979993,.0022153757,-.00032199905,.0022153228,matched (3),.0020296765,.0023843106,.0019053475,.2328579,.0022154644,.0022154264,.0056858109,3
.75,.25,-.5,.75,.25,1.42,.75,.25,-.5,132,.0063344841,.0019206183,-.020567331,.0022564966,-.011038356,.002010738,-.32562953,.0075922282,-.0003199995,.002326258,-.00036199956,.0023257409,matched (3),.0019607441,.0026795117,.0021325834,.11362682,.0023263604,.002325872,.0063344841,1
.75,.25,-.5,.75,.25,1.42,.75,.25,.5,133,-.0034817241,.0019013514,-.02506543,.0022681074,-.016709218,.0020163171,-.16686139,.0070921797,-.00011600021,.0023023561,-.0001560002,.0023034855,matched (3),.0019134738,.0028963832,.002295515,.034934901,.0023023696,.00230351,.0034817241,1
.75,.25,-.5,.75,.25,1.42,.75,.25,1.42,134,-.012510024,.0016749121,-.029222146,.0021026335,-.021929165,.001830576,-.020577341,.0068408228,.00012299993,.0020541202,.000085999927,.0020561023,matched (3),.0018314128,.0029565673,.0023114642,.00726425,.0020541353,.0020561097,.012510024,1
.75,.25,-.5,.75,.25,1.42,.25,.75,-1.42,135,.015690366,.0018276951,-.021121275,.0022148681,-.0055596745,.0019017203,.0167771,.006297871,.000053999782,.0022600086,5.9994163e-06,.002259732,matched (3),.0020738826,.0026609763,.0019326303,.0065793423,.0022600116,.002259732,.0055596745,3
.75,.25,-.5,.75,.25,1.42,.25,.75,-.5,136,.0066362554,.0020233742,-.025289958,.0024197509,-.010785724,.0020922141,.17305705,.0065558366,.00014000018,.0023195841,.000098000346,.0023216736,matched (3),.0020674141,.003059333,.0022085458,.036504578,.0023196037,.0023216831,.0066362554,1
.75,.25,-.5,.75,.25,1.42,.25,.75,.5,137,-.0032833181,.0020260047,-.029899463,.0024559794,-.016585125,.0021141411,.33731633,.0068967366,.000080000122,.0023311989,.00004999997,.0023329337,matched (3),.002036785,.0033499573,.0023892075,.12067904,.0023312052,.0023329363,.0032833181,1
.75,.25,-.5,.75,.25,1.42,.25,.75,1.42,138,-.011818556,.0018422798,-.033539597,.0023110823,-.0212931,.0019595423,.48621604,.006887286,.00049600005,.0021913552,.00048200003,.0021915513,matched (3),.001981958,.0034359868,.0024129383,.24329332,.0021916013,.0021917836,.011818556,1
.75,.25,-.5,.75,.25,1.42,.5,.5,-1.6,139,.017311743,.0017056345,-.017959407,.0020633666,-.0046629203,.0017854859,-.25091785,.0068894941,-.00081799948,.0021934051,-.00085399958,.0021948779,matched (3),.002005331,.0023859069,.0018072287,.06984926,.0021940742,.0021956072,.0046629203,3
.75,.25,-.5,.75,.25,1.42,.5,.5,1.6,140,-.014554148,.0017662406,-.032816093,.0022233434,-.023243904,.0019175158,.27035493,.0072771055,-.00048600006,.0021493032,-.00051600003,.0021487365,matched (3),.0019780637,.0033002393,.0024577947,.080368891,.0021495393,.0021490029,.014554148,1
.75,.25,-.5,.25,.75,-1.42,.75,.25,-1.42,141,.013073608,.0016982513,.014265678,.0018204947,.022586502,.0018347055,-.5202384,.0060281744,-.00036700003,.0023490004,-.00034599999,.0023476335,matched (3),.0018691706,.0020240042,.0023448556,.27667618,.002349135,.0023477532,.013073608,1
.75,.25,-.5,.25,.75,-1.42,.75,.25,-.5,142,.0038550457,.0019143377,.0099978643,.0020407068,.017233958,.0020390376,-.37096614,.006431635,-.00038900014,.0026387647,-.00038600023,.0026364315,matched (3),.0019291991,.002140664,.0023360469,.14404751,.002638916,.0026365805,.0038550457,1
.75,.25,-.5,.25,.75,-1.42,.75,.25,.5,143,-.0059611625,.0019254774,.0054997653,.0020614329,.011563098,.0020323764,-.212198,.0062470292,-.00018499987,.0026000885,-.00017999984,.0025972123,matched (3),.0019610128,.0020916804,.0021660817,.051275022,.0026001227,.0025972447,.0054997653,2
.75,.25,-.5,.25,.75,-1.42,.75,.25,1.42,144,-.014989465,.0017118439,.0013430492,.0018781436,.0063431477,.0018034588,-.06591396,.0061618323,.000053999662,.0023160074,.000061999708,.002316372,matched (3),.0019365279,.0018799474,.0018436944,.010506483,.0023160104,.002316376,.0013430492,2
.75,.25,-.5,.25,.75,-1.42,.25,.75,-1.42,145,.013210926,.0014895819,.0094439201,.0015650857,.022712639,.0016145399,-.028559517,.0051753805,-.000014999935,.001936615,-.000017999961,.0019354854,matched (3),.0016641105,.0016542734,.0021304039,.0059910263,.0019366152,.0019354858,.0094439201,2
.75,.25,-.5,.25,.75,-1.42,.25,.75,-.5,146,.0041568163,.0017022961,.0052752374,.001791502,.017486589,.0018163627,.12772043,.005516747,.000070999929,.0022268209,.00007399988,.0022278845,matched (3),.0017195753,.0018193302,.0021221435,.021829255,.002226826,.0022278901,.0041568163,1
.75,.25,-.5,.25,.75,-1.42,.25,.75,.5,147,-.0057627568,.001760946,.00066573196,.0018811814,.01168719,.0018697679,.2919797,.0060088392,.000011000187,.0024403874,.000026000156,.0024410614,matched (3),.0017941553,.0018816246,.0020063582,.091260985,.0024403876,.0024410621,.00066573196,2
.75,.25,-.5,.25,.75,-1.42,.25,.75,1.42,148,-.014297998,.0015593667,-.0029744038,.0017195545,.0069792117,.0016927483,.4408794,.0062338146,.00042699894,.0022292037,.00045799871,.0022287979,matched (3),.0017637995,.0017284016,.0017414577,.20060846,.002229386,.0022290077,.0029744038,2
.75,.25,-.5,.25,.75,-1.42,.5,.5,-1.6,149,.0148323,.001458275,.012605786,.0015528813,.023609392,.0015920367,-.29625446,.0058067283,-.00088700012,.0020422051,-.00087800011,.0020418845,matched (3),.0016782722,.0017117872,.0021494401,.093573429,.0020429918,.0020426554,.012605786,2
.75,.25,-.5,.25,.75,-1.42,.5,.5,1.6,150,-.017033588,.0016516257,-.0022509012,.0018345008,.005028409,.0017888033,.22501832,.0065650069,-.00055500108,.0023509576,-.0005400012,.0023482498,matched (3),.0019417688,.0018395673,.0018140882,.057198253,.0023512656,.0023485413,.0022509012,2
.75,.25,-.5,.25,.75,-.5,.75,.25,-1.42,151,.014098089,.0020936567,.0086323339,.0021654647,.013623332,.0021118014,-.66496694,.0058983569,-.000054000135,.0028559749,-.000026000169,.0028512557,matched (3),.0022924128,.0022399819,.0022973965,.44807938,.002855978,.0028512564,.0086323339,2
.75,.25,-.5,.25,.75,-.5,.75,.25,-.5,152,.0048795259,.0022883748,.0043645208,.0023640478,.0082707889,.0023053477,-.51569474,.006314618,-.000075999982,.0030384979,-.000065999942,.0030330981,matched (3),.0023121845,.0023830968,.0023737536,.27225569,.0030385037,.0030331025,.0043645208,2
.75,.25,-.5,.25,.75,-.5,.75,.25,.5,153,-.0049366816,.0022648601,-.00013357747,.0023477098,.0025999281,.0022707095,-.35692659,.0060697906,.00012800017,.0030247702,.00014000025,.0030184011,matched (3),.0022892309,.0023477278,.002277469,.13346638,.0030247865,.0030184207,.00013357747,2
.75,.25,-.5,.25,.75,-.5,.75,.25,1.42,154,-.013964984,.0020302804,-.0042902934,.0021463877,-.0026200211,.0020449688,-.21064253,.0058943317,.00036699933,.002704723,.00038199939,.0027021058,matched (3),.0022253012,.0021647944,.0020518333,.050264608,.0027048576,.0027022518,.0026200211,3
.75,.25,-.5,.25,.75,-.5,.25,.75,-1.42,155,.014235406,.0017789094,.0038105762,.001829553,.013749468,.0017924546,-.17328809,.0049223141,.00029799982,.0024087443,.00030199991,.00240545,matched (3),.0019815562,.0018440735,.0019815024,.034951076,.002408833,.0024055413,.0038105762,2
.75,.25,-.5,.25,.75,-.5,.25,.75,-.5,156,.0051812963,.0020277866,-.00035810648,.0020857845,.0085234204,.0020320551,-.017008144,.0052739107,.00038399996,.0027111988,.00039399992,.0027097983,matched (3),.0020546324,.0020859127,.0021047038,.0055631879,.0027113461,.0027099536,.00035810648,2
.75,.25,-.5,.25,.75,-.5,.25,.75,.5,157,-.0047382764,.0020776114,-.0049676113,.0021603398,.0027240203,.0020837102,.14725113,.0056737685,.0003239997,.0028467174,.0003459999,.0028449453,matched (3),.0021000626,.0021850171,.0020911305,.027356664,.0028468224,.002845065,.0027240203,3
.75,.25,-.5,.25,.75,-.5,.25,.75,1.42,158,-.013273515,.0018723954,-.0086077442,.0019909213,-.0019839555,.0019081607,.29615083,.0058928966,.00074000005,.0026525641,.0007780001,.0026489086,matched (3),.0020485816,.0020650146,.0019120969,.093598209,.0026531117,.002649514,.0019839555,3
.75,.25,-.5,.25,.75,-.5,.5,.5,-1.6,159,.01585678,.0017677735,.0069724433,.0018274179,.014646223,.001790334,-.44098303,.0056773718,-.00057400018,.0024690516,-.00055800012,.0024660022,matched (3),.002019211,.0018760328,.0020048458,.2001434,.0024693811,.0024663135,.0069724433,2
.75,.25,-.5,.25,.75,-.5,.5,.5,1.6,160,-.016009107,.0019881169,-.0078842426,.0021218394,-.0039347592,.0020360034,.080289736,.0063038166,-.00024200097,.0027641752,-.00022000111,.0027585505,matched (3),.0022444085,.0021840008,.0020514857,.012750259,.0027642339,.0027585989,.0039347592,3
.75,.25,-.5,.25,.75,.5,.75,.25,-1.42,161,.01506011,.0021233305,.0023956134,.0021833724,.003712368,.0021289131,-.82086295,.0058516981,.00040200044,.0028246674,.00043200061,.0028228788,matched (3),.0023501373,.0021891114,.0021426948,.67966765,.002824829,.0028230655,.0023956134,2
.75,.25,-.5,.25,.75,.5,.75,.25,-.5,162,.0058415462,.0023299318,-.0018722011,.00239159,-.0016401761,.0023394667,-.67159069,.006149977,.00037999987,.0029958072,.00039199987,.0029941397,matched (3),.0023640555,.0023950951,.0023421568,.45718402,.0029959516,.0029942933,.0016401761,3
.75,.25,-.5,.25,.75,.5,.75,.25,.5,163,-.0039746617,.0022777987,-.0063702995,.002351945,-.0073110368,.0022963495,-.51282251,.0058293426,.00058400002,.00294333,.00059800007,.0029430417,matched (3),.0022935967,.0023925258,.0023498007,.26881626,.0029436711,.0029433994,.0039746617,1
.75,.25,-.5,.25,.75,.5,.75,.25,1.42,164,-.013002962,.0020811914,-.010527015,.0021835591,-.012530985,.002123801,-.36653849,.0055043446,.00082299998,.0026265585,.00084000005,.0026279762,matched (3),.0022502684,.0022943772,.0022808267,.13985482,.0026272358,.0026286819,.010527015,2
