p_0,p_1,alpha_2,mu0_0,mu0_1,beta_2,mu1_0,mu1_1,gamma_2,count,bias_RA,var_RA,bias_IPW,var_IPW,bias_AIPW,var_AIPW,bias_IPWRA,var_IPWRA,bias_NNMATCH,var_NNMATCH,bias_PSMATCH,var_PSMATCH,_merge,MSE_RA,MSE_IPW,MSE_AIPW,MSE_IPWRA,MSE_NNMATCH,MSE_PSMATCH,min_absbias,minimizing_absbias
.5,.5,-1.6,.75,.25,-.5,.25,.75,-.5,816,.024931217,.0026772479,.022247085,.0027289849,.025216384,.0026779312,.46732146,.0066520465,-.00086800003,.0044733188,-.00089600001,.0044666748,matched (3),.0032988135,.0032239177,.0033137973,.22504139,.0044740723,.0044674776,.022247085,2
.5,.5,-1.6,.75,.25,-.5,.25,.75,.5,817,.01361491,.0026807832,.011010299,.0027388127,.0139508,.002681114,.6344822,.0067607919,-.00026600008,.0045518838,-.00029400014,.0045457315,matched (3),.0028661489,.0028600395,.0028757388,.40932846,.0045519546,.0045458181,.011010299,2
.5,.5,-1.6,.75,.25,-.5,.25,.75,1.42,818,.0027718556,.0025299974,.00024096806,.0025854695,.0031544063,.0025302505,.78383404,.0068065724,-.00022200025,.0043367804,-.00025000033,.0043294635,matched (3),.0025376806,.0025855275,.0025402007,.62120235,.0043368298,.0043295259,.00024096806,2
.5,.5,-1.6,.75,.25,-.5,.5,.5,-1.6,819,.037808169,.0024192373,.035059497,.0024927971,.03803888,.0024197693,.035454813,.0067389584,-.000872,.0042464626,-.00090199983,.0042372597,matched (3),.003848695,.0037219655,.0038667256,.0079960022,.004247223,.0042380732,.035059497,2
.5,.5,-1.6,.75,.25,-.5,.5,.5,1.6,820,3.6136360e-06,.0024320753,-.0024951808,.0025172285,.00039608584,.0024322395,.57098776,.0072510997,-.00067399984,.0043062624,-.00070999982,.004297608,matched (3),.0024320753,.0025234544,.0024323964,.33327812,.0043067168,.0042981124,3.6136360e-06,1
.5,.5,-1.6,.75,.25,.5,.75,.25,-1.42,821,-.0041274899,.0025388494,-.0067849765,.0026169172,-.0045941188,.0025391448,-.35758573,.0069089336,-.0013780009,.0043337829,-.001398001,.0043294523,matched (3),.0025558856,.0026629532,.0025602507,.13477649,.0043356819,.0043314067,.0041274899,1
.5,.5,-1.6,.75,.25,.5,.75,.25,-.5,822,-.01526971,.0026488821,-.017853087,.0027361005,-.015690489,.0026497853,-.20168759,.007032719,-.0015920005,.0043105553,-.0016060005,.0043062787,matched (3),.0028820462,.0030548333,.0028959766,.047710601,.0043130899,.004308858,.01526971,1
.5,.5,-1.6,.75,.25,.5,.75,.25,.5,823,-.026829669,.0025860702,-.029341318,.0026708986,-.027200464,.0025863305,-.03571992,.0069034211,-.0009760001,.0043811896,-.0009920001,.004376668,matched (3),.0033059013,.0035318115,.0033261958,.008179334,.0043821423,.004377652,.026829669,1
.5,.5,-1.6,.75,.25,.5,.75,.25,1.42,824,-.037759557,.0024680656,-.040197793,.0025633373,-.038083602,.0024717522,.11641952,.0065784836,-.0010619999,.0042129708,-.0010819999,.0042094178,matched (3),.0038938497,.0041791997,.0039221128,.020131987,.0042140987,.0042105885,.037759557,1
.5,.5,-1.6,.75,.25,.5,.25,.75,-1.42,825,-.0041098143,.0026292149,-.0068038059,.0026792816,-.0045764227,.0026291988,.14231159,.0064902869,-.0012200006,.00434223,-.0012320004,.0043384046,matched (3),.0026461054,.0027255735,.0026501424,.026742876,.0043437183,.0043399227,.0041098143,1
.5,.5,-1.6,.75,.25,.5,.25,.75,-.5,826,-.015141825,.0027753545,-.017767496,.0028194636,-.015563122,.0027733643,.29929122,.0067063742,-.001672,.0044435579,-.001688,.0044404776,matched (3),.0030046294,.0031351475,.003015575,.09628161,.0044463533,.004443327,.015141825,1
.5,.5,-1.6,.75,.25,.5,.25,.75,.5,827,-.026458131,.0027632457,-.029004283,.0028100393,-.026828708,.0027620594,.46645197,.0066998112,-.00107,.0044265036,-.001086,.0044240169,matched (3),.0034632785,.0036512879,.0034818391,.22427726,.0044276486,.0044251964,.026458131,1
.5,.5,-1.6,.75,.25,.5,.25,.75,1.42,828,-.037301186,.0025845419,-.039773613,.0026285639,-.0376251,.0025868034,.61580384,.0065846266,-.001026,.0042684623,-.001042,.0042646485,matched (3),.0039759204,.0042105042,.0040024514,.38579899,.0042695152,.0042657345,.037301186,1
.5,.5,-1.6,.75,.25,.5,.5,.5,-1.6,829,-.0022648722,.002469894,-.0049550836,.0025364507,-.0027406274,.0024708631,-.13257541,.0068481364,-.0016760008,.0042405846,-.0016940007,.0042360774,matched (3),.0024750237,.0025610037,.0024783742,.024424376,.0042433934,.0042389473,.0022648722,1
.5,.5,-1.6,.75,.25,.5,.5,.5,1.6,830,-.040069427,.0025235338,-.042509761,.0025992666,-.040383421,.0025256486,.40295756,.0070759142,-.0014780001,.0043144259,-.0015020001,.0043107714,matched (3),.0041290927,.0044063465,.0041564694,.16945072,.0043166103,.0043130275,.040069427,1
.5,.5,-1.6,.75,.25,1.42,.75,.25,-1.42,831,-.038578898,.0021647266,-.041148368,.002234671,-.039701499,.0021716517,-.50842518,.0065253591,.00070200034,.0029146736,.00069000054,.0029152315,matched (3),.0036530579,.003927859,.0037478607,.26502153,.0029151666,.0029157076,.038578898,1
.5,.5,-1.6,.75,.25,1.42,.75,.25,-.5,832,-.049721122,.0022538474,-.052216481,.002331858,-.050797869,.0022623753,-.35252702,.0066926293,.00048800019,.0029292249,.00048200024,.002930023,matched (3),.0047260374,.005058419,.0048427987,.13096793,.0029294631,.0029302554,.049721122,1
.5,.5,-1.6,.75,.25,1.42,.75,.25,.5,833,-.061281081,.0021832744,-.063704714,.0022577788,-.062307846,.0021918858,-.18655936,.0064598243,.001104,.0029048473,.0010960001,.0029050864,matched (3),.0059386455,.0063160695,.0060741534,.041264221,.0029060661,.0029062876,.061281081,1
.5,.5,-1.6,.75,.25,1.42,.75,.25,1.42,834,-.072210968,.0020543507,-.074561186,.0021378717,-.07319098,.0020696011,-.034419924,.0061830892,.001018,.0027597186,.001006,.0027601141,matched (3),.0072687743,.0076972423,.0074265208,.0073678205,.0027607549,.0027611263,.034419924,4
.5,.5,-1.6,.75,.25,1.42,.25,.75,-1.42,835,-.038561225,.0022124564,-.0411672,.0022507615,-.039683804,.0022187303,-.0085278498,.0061884983,.00086000009,.002899752,.000856,.0029002773,matched (3),.0036994244,.0039454997,.0037935346,.0062612225,.0029004917,.00290101,.0085278498,4
.5,.5,-1.6,.75,.25,1.42,.25,.75,-.5,836,-.049593236,.0023089084,-.052130889,.002341015,-.050670505,.0023114744,.14845179,.0063672378,.00040800017,.0029339909,.00040000019,.0029357311,matched (3),.0047683977,.0050586448,.0048789745,.028405171,.0029341574,.002935891,.049593236,1
.5,.5,-1.6,.75,.25,1.42,.25,.75,.5,837,-.060909543,.0023440442,-.06336768,.0023784952,-.061936088,.0023487639,.31561255,.0063388702,.0010099998,.0030061705,.0010019997,.0030074392,matched (3),.0060540168,.0063939579,.0061848429,.10595015,.0030071905,.0030084432,.060909543,1
.5,.5,-1.6,.75,.25,1.42,.25,.75,1.42,838,-.0717526,.0021899303,-.07413701,.0022209701,-.072732478,.0022018375,.46496442,.0062161507,.001054,.0028481754,.0010459999,.0028484722,matched (3),.007338366,.0077172662,.0074918508,.22240806,.0028492862,.0028495663,.0717526,1
.5,.5,-1.6,.75,.25,1.42,.5,.5,-1.6,839,-.036716282,.0020412917,-.039318476,.002096992,-.037848007,.0020499718,-.28341484,.0064533898,.00040400124,.0027828852,.00039400146,.0027838391,matched (3),.0033893771,.0036429346,.0034824435,.086777359,.0027830484,.0027839944,.036716282,1
.5,.5,-1.6,.75,.25,1.42,.5,.5,1.6,840,-.074520841,.0020944981,-.076873153,.0021575959,-.075490803,.0021061578,.25211811,.006645286,.00060200004,.0027977834,.00058600004,.0027980686,matched (3),.0076478538,.008067078,.0078050192,.070208825,.0027981459,.002798412,.074520841,1
.5,.5,-1.6,.25,.75,-1.42,.75,.25,-1.42,841,.069885045,.0021154715,.067334883,.0021886339,.070791073,.0021212641,-.53128588,.0049606254,-.000097000157,.0030883311,-.00012200017,.0030820121,matched (3),.0069993911,.0067226202,.0071326401,.28722531,.0030883404,.003082027,.067334883,2
.5,.5,-1.6,.25,.75,-1.42,.75,.25,-.5,842,.058742825,.0022873487,.05626677,.0023619751,.059694707,.0022922498,-.37538776,.005000012,-.00031100007,.0032458329,-.00033000004,.003238949,matched (3),.0057380684,.0055279247,.0058557079,.14591599,.0032459295,.003239058,.05626677,2
.5,.5,-1.6,.25,.75,-1.42,.75,.25,.5,843,.047182865,.0022666536,.044778541,.0023437354,.04818473,.0022718674,-.2094201,.0048633874,.00030499997,.0032266695,.00028400001,.0032206126,matched (3),.0044928766,.0043488531,.0045936354,.048720166,.0032267626,.0032206932,.044778541,2
.5,.5,-1.6,.25,.75,-1.42,.75,.25,1.42,844,.036252975,.0021510383,.033922061,.002243201,.037301593,.0021518087,-.05728066,.00461999,.00021899954,.0031190878,.00019399953,.0031129564,matched (3),.0034653165,.0033939073,.0035432174,.0079010641,.0031191357,.0031129941,.033922061,2
.5,.5,-1.6,.25,.75,-1.42,.25,.75,-1.42,845,.069902718,.0019673251,.067316048,.0020656704,.070808768,.0019749838,-.031388585,.0044879187,.000061000046,.0029171987,.000044000029,.002910445,matched (3),.0068537151,.0065971208,.0069888653,.005473162,.0029172024,.0029104468,.031388585,4
.5,.5,-1.6,.25,.75,-1.42,.25,.75,-.5,846,.05887071,.0020969866,.056352362,.0021854669,.059822071,.0021083956,.12559105,.004658144,-.00039099986,.003041608,-.00041199991,.0030360229,matched (3),.0055627474,.0053610555,.0056870757,.020431258,.003041761,.0030361926,.056352362,2
.5,.5,-1.6,.25,.75,-1.42,.25,.75,.5,847,.047554404,.0020841842,.045115575,.0021786124,.048556488,.0020919014,.29275182,.0046978816,.00021099967,.0030883171,.00018999964,.003083016,matched (3),.0043456056,.0042140274,.0044496339,.090401508,.0030883616,.0030830521,.045115575,2
.5,.5,-1.6,.25,.75,-1.42,.25,.75,1.42,848,.036711346,.0019697414,.034346242,.0020969033,.037760094,.0019734071,.44210368,.0046087415,.00025499854,.0029688783,.00023399854,.0029630221,matched (3),.0033174644,.0032765677,.0033992317,.20006441,.0029689432,.0029630768,.034346242,2
.5,.5,-1.6,.25,.75,-1.42,.5,.5,-1.6,849,.071747661,.0019422873,.069164775,.0020359016,.072644569,.0019469686,-.30627558,.0048166718,-.00039500007,.0029443209,-.00041800007,.0029377036,matched (3),.0070900139,.0068196678,.0072242022,.098621398,.0029444769,.0029378782,.069164775,2
.5,.5,-1.6,.25,.75,-1.42,.5,.5,1.6,850,.033943105,.0020458763,.031610094,.0021454194,.035001773,.0020500892,.22925738,.0049994793,-.00019700057,.0030466251,-.0002260004,.0030399535,matched (3),.0031980108,.0031446174,.0032752133,.057558425,.0030466639,.0030400045,.031610094,2
.5,.5,-1.6,.25,.75,-.5,.75,.25,-1.42,851,.035003792,.0026159878,.032522015,.0026776078,.03525098,.0026111659,-.68713391,.0052793585,-.0012009997,.0045498828,-.0012179997,.0045451084,matched (3),.0038412532,.0037352892,.0038537974,.47743237,.0045513255,.004546592,.032522015,2
.5,.5,-1.6,.25,.75,-.5,.75,.25,-.5,852,.02386157,.002832409,.021453906,.0028963955,.024154613,.0028276227,-.53123581,.0053071529,-.0014149999,.004709248,-.0014259999,.0047037285,matched (3),.0034017835,.0033566656,.0034110681,.28751865,.0047112503,.004705762,.021453906,2
.5,.5,-1.6,.25,.75,-.5,.75,.25,.5,853,.012301611,.0027698255,.0099656759,.0028371236,.012644636,.0027655486,-.36526811,.0051713255,-.00079899974,.0047124098,-.00081199978,.0047076587,matched (3),.0029211552,.0029364382,.0029254355,.13859212,.0047130482,.004708318,.0099656759,2
.5,.5,-1.6,.25,.75,-.5,.75,.25,1.42,854,.0013717231,.0026604107,-.0008908005,.0027428602,.0017614986,.0026551215,-.21312869,.0048512518,-.00088500022,.0045863977,-.00090200029,.0045822556,matched (3),.0026622924,.0027436537,.0026582244,.050275087,.0045871809,.0045830691,.0008908005,2
.5,.5,-1.6,.25,.75,-.5,.25,.75,-1.42,855,.035021465,.0024061534,.032503188,.0024937259,.035268676,.0024026309,-.18723661,.0047505964,-.0010430003,.0043135663,-.0010520002,.0043096463,matched (3),.0036326563,.003550183,.0036465104,.039808143,.004314654,.0043107532,.032503188,2
.5,.5,-1.6,.25,.75,-.5,.25,.75,-.5,856,.023989456,.0026084685,.021539494,.0026866903,.024281979,.0026052706,-.030256975,.004955858,-.001495,.0045102062,-.001508,.0045076194,matched (3),.0031839625,.0031506401,.0031948851,.0058713425,.0045124413,.0045098937,.021539494,2
.5,.5,-1.6,.25,.75,-.5,.25,.75,.5,857,.012673148,.0026123601,.010302709,.0026995142,.013016393,.0026079861,.13690378,.0048445347,-.00089300022,.0045199809,-.00090600009,.004517077,matched (3),.0027729687,.00280566,.0027774125,.023587178,.0045207785,.004517898,.010302709,2
.5,.5,-1.6,.25,.75,-.5,.25,.75,1.42,858,.0018300944,.0024723732,-.00046662177,.0025921306,.0022200006,.0024684337,.28625566,.0047598197,-.00084899971,.0043951827,-.00086199981,.0043914467,matched (3),.0024757225,.0025923483,.002473362,.086702123,.0043959036,.0043921899,.00046662177,2
.5,.5,-1.6,.25,.75,-.5,.5,.5,-1.6,859,.036866408,.0023730972,.034351908,.0024564145,.037104473,.0023675794,-.4621236,.0051657613,-.0014989999,.004309427,-.0015139998,.0043046712,matched (3),.0037322294,.003636468,.0037443212,.21872398,.0043116738,.0043069632,.034351908,2
.5,.5,-1.6,.25,.75,-.5,.5,.5,1.6,860,-.00093814818,.00255726,-.0032027713,.0026474397,-.00053832057,.0025528565,.073409341,.0051969728,-.0013010005,.0045595691,-.0013220005,.0045556528,matched (3),.0025581401,.0026576975,.0025531463,.010585904,.0045612617,.0045574005,.00053832057,3
.5,.5,-1.6,.25,.75,.5,.75,.25,-1.42,861,-.0036554502,.0026711558,-.0060419836,.0027413568,-.0041026636,.0026650517,-.85452998,.005488974,-.00043800002,.0046247365,-.00049000012,.0046220976,matched (3),.0026845182,.0027778624,.0026818835,.73571044,.0046249283,.0046223379,.0036554502,1
.5,.5,-1.6,.25,.75,.5,.75,.25,-.5,862,-.014797671,.002857859,-.017110094,.0029292882,-.015199034,.0028525663,-.69863182,.0055166362,-.00065200025,.0046313782,-.00069800019,.0046288185,matched (3),.0030768302,.0032220436,.0030835769,.49360305,.0046318034,.0046293056,.014797671,1
.5,.5,-1.6,.25,.75,.5,.75,.25,.5,863,-.02635763,.0028016658,-.028598325,.0028788047,-.026709009,.0027975594,-.53266418,.0052537564,-.000035999903,.0046659601,-.000083999934,.0046631475,matched (3),.0034963905,.0036966689,.0035109306,.28898489,.0046659615,.0046631545,.02635763,1
.5,.5,-1.6,.25,.75,.5,.75,.25,1.42,864,-.037287518,.0026671602,-.039454799,.0027571775,-.037592147,.0026651721,-.38052475,.0049821576,-.00012199977,.0045038024,-.00017399978,.0045008757,matched (3),.0040575191,.0043138587,.0040783416,.14978124,.0045038173,.004500906,.037287518,1
.5,.5,-1.6,.25,.75,.5,.25,.75,-1.42,865,-.0036377753,.0024945389,-.0060608145,.0025913254,-.0040849689,.0024878082,-.35463268,.0048656291,-.00028000091,.0044199978,-.00032400101,.004418252,matched (3),.0025077723,.0026280589,.0025044952,.13062996,.004420076,.0044183568,.0036377753,1
.5,.5,-1.6,.25,.75,.5,.25,.75,-.5,866,-.014669786,.0026627127,-.017024506,.0027507141,-.015071668,.0026561632,-.19765304,.0049908371,-.00073199987,.0045244885,-.00077999971,.0045245029,matched (3),.0028779153,.0030405479,.0028833183,.044057563,.0045250244,.0045251115,.014669786,1
.5,.5,-1.6,.25,.75,.5,.25,.75,.5,867,-.025986092,.0026548312,-.028261291,.0027520566,-.026337253,.0026482095,-.030492278,.0048521929,-.00012999994,.0045506749,-.00017799999,.0045499657,matched (3),.0033301082,.0035507572,.0033418604,.0057819718,.0045506917,.0045499974,.025986092,1
.5,.5,-1.6,.25,.75,.5,.25,.75,1.42,868,-.036829147,.0024848375,-.039030623,.0026136281,-.037133645,.0024825055,.11885958,.0048226565,-.000086000087,.0043758131,-.00013400006,.0043740757,matched (3),.0038412237,.0041370178,.0038614131,.018950257,.0043758205,.0043740938,.036829147,1
.5,.5,-1.6,.25,.75,.5,.5,.5,-1.6,869,-.0017928329,.0024716198,-.0042120917,.0025637597,-.0022491727,.0024655787,-.62951964,.0052843816,-.00073600054,.004417364,-.00078600051,.0044151251,matched (3),.002474834,.0025815014,.0024706374,.40157935,.0044179056,.0044157431,.0017928329,1
.5,.5,-1.6,.25,.75,.5,.5,.5,1.6,870,-.039597388,.0025741674,-.04176677,.0026738199,-.039891966,.0025713581,-.093986712,.005220986,-.00053800002,.0044571264,-.00059400004,.0044548525,matched (3),.0041421205,.0044182828,.0041627269,.014054488,.004457416,.0044552055,.039597388,1
.5,.5,-1.6,.25,.75,1.42,.75,.25,-1.42,871,-.038254868,.0024244501,-.040630266,.0024868979,-.039352711,.0024244774,-1.0044252,.005639005,.0012919994,.0034017817,.0012679996,.0034037794,matched (3),.003887885,.0041377163,.0039731134,1.014509,.0034034508,.0034053873,.038254868,1
.5,.5,-1.6,.25,.75,1.42,.75,.25,-.5,872,-.049397092,.0025680712,-.051698379,.0026295481,-.050449084,.0025706945,-.84852707,.0057066777,.0010779992,.0034702932,.0010599992,.0034727287,matched (3),.0050081438,.0053022704,.0051158047,.72570485,.0034714553,.0034738523,.049397092,1
.5,.5,-1.6,.25,.75,1.42,.75,.25,.5,873,-.060957052,.002542319,-.063186608,.0026077589,-.061959058,.0025458392,-.68255937,.005420601,.0016939999,.0035042944,.0016739998,.0035060553,matched (3),.0062580812,.0066003064,.0063847639,.4713079,.0035071641,.0035088577,.060957052,1
.5,.5,-1.6,.25,.75,1.42,.75,.25,1.42,874,-.071886934,.002398686,-.074043088,.0024782226,-.072842196,.0024077019,-.53041995,.0051539331,.001608,.0033113016,.001584,.0033125901,matched (3),.0075664176,.0079606017,.0077136876,.28649926,.0033138872,.003315099,.071886934,1
.5,.5,-1.6,.25,.75,1.42,.25,.75,-1.42,875,-.038237195,.002215636,-.040649097,.0023040529,-.039335016,.0022151454,-.50452787,.004961933,.0014500008,.0031567621,.0014340004,.0031593626,matched (3),.003677719,.0039564022,.0037623888,.25951031,.0031588646,.003161419,.038237195,1
.5,.5,-1.6,.25,.75,1.42,.25,.75,-.5,876,-.049269207,.0024037049,-.051612787,.0024813826,-.050321717,.0024010532,-.34754825,.0050161295,.00099799945,.0033302759,.00097799953,.0033336482,matched (3),.0048311595,.0051452625,.0049333284,.12580591,.0033312719,.0033346047,.049269207,1
.5,.5,-1.6,.25,.75,1.42,.25,.75,.5,877,-.060585514,.0023772283,-.062849574,.0024644071,-.061587304,.0023772365,-.1803875,.0048964699,.0016,.0033293292,.0015799999,.0033318712,matched (3),.0060478328,.0064144759,.0061702323,.03743612,.0033318892,.0033343676,.060585514,1
.5,.5,-1.6,.25,.75,1.42,.25,.75,1.42,878,-.071428567,.0022427107,-.073618904,.0023607651,-.072383694,.0022498434,-.031035628,.0048729698,.0016440001,.0031631861,.001624,.0031656637,matched (3),.0073447507,.0077805081,.0074892426,.0058361799,.0031658888,.003168301,.031035628,4
.5,.5,-1.6,.25,.75,1.42,.5,.5,-1.6,879,-.036392253,.0022303306,-.038800374,.0023130435,-.037499219,.0022317364,-.77941489,.005412708,.00099400105,.0032079946,.00097200117,.0032102009,matched (3),.0035547267,.0038185124,.0036379278,.61290026,.0032089828,.0032111458,.036392253,1
.5,.5,-1.6,.25,.75,1.42,.5,.5,1.6,880,-.074196808,.0023213164,-.076355055,.0024106966,-.075142011,.0023276613,-.24388193,.0052705514,.001192,.003211333,.001164,.0032129986,matched (3),.0078264829,.008240791,.007973983,.064748943,.0032127539,.0032143535,.074196808,1
.5,.5,-1.6,.5,.5,-1.6,.75,.25,-1.42,881,.077226087,.0023495967,.074522719,.0024072391,.078233741,.0023621076,-.26692498,.0064645084,-.00039099986,.0029074294,-.0004259999,.0029016414,matched (3),.0083134649,.0079608746,.0084826257,.077713452,.0029075823,.0029018228,.074522719,2
.5,.5,-1.6,.5,.5,-1.6,.75,.25,-.5,882,.066083871,.0024758719,.063454613,.0025398345,.067137368,.0024869202,-.11102685,.0065210206,-.00060500001,.0030238901,-.000634,.0030180863,matched (3),.0068429499,.0065663224,.0069943466,.018847983,.0030242561,.0030184882,.063454613,2
.5,.5,-1.6,.5,.5,-1.6,.75,.25,.5,883,.054523908,.0024435075,.05196638,.0025079243,.055627394,.0024539484,.054940816,.0064693005,.00001099886,.0029669493,-.000020001218,.0029612293,matched (3),.0054163639,.0052084289,.0055483552,.0094877938,.0029669495,.0029612298,.05196638,2
.5,.5,-1.6,.5,.5,-1.6,.75,.25,1.42,884,.043594021,.0023895274,.041109905,.0024658362,.044744257,.0023969114,.20708025,.006204322,-.000075000615,.002887558,-.00011000076,.0028817465,matched (3),.0042899661,.0041558603,.0043989597,.049086548,.0028875635,.0028817586,.041109905,2
.5,.5,-1.6,.5,.5,-1.6,.25,.75,-1.42,885,.077243768,.0024209192,.074503891,.0024778834,.078251436,.0024367226,.23297232,.0060844128,-.00023299998,.0028443583,-.00025999994,.0028380323,matched (3),.008387519,.0080287131,.0085600102,.060360517,.0028444126,.0028380998,.074503891,2
.5,.5,-1.6,.5,.5,-1.6,.25,.75,-.5,886,.066211753,.0025382189,.063540198,.0025859121,.067264736,.0025561566,.38995197,.0062539508,-.00068500021,.0030122017,-.00071600021,.0030068066,matched (3),.0069222152,.0066232691,.0070807012,.15831649,.0030126709,.0030073193,.063540198,2
.5,.5,-1.6,.5,.5,-1.6,.25,.75,.5,887,.054895446,.002510634,.052303415,.0025655488,.055999152,.0025245328,.55711269,.0063507669,-.000083000064,.0030748514,-.00011400002,.0030694974,matched (3),.005524144,.0053011961,.005660438,.31672531,.0030748583,.0030695105,.052303415,2
.5,.5,-1.6,.5,.5,-1.6,.25,.75,1.42,888,.044052392,.0024013007,.041534081,.0024710274,.045202758,.0024109136,.70646459,.0063899248,-.00003900093,.0029900672,-.000070000977,.0029848383,matched (3),.0043419139,.0041961074,.004454203,.50548214,.0029900689,.0029848432,.041534081,2
.5,.5,-1.6,.5,.5,-1.6,.5,.5,-1.6,889,.079088703,.0023041142,.076352611,.0023666068,.08008723,.002316189,-.041914668,.0064145164,-.00068900001,.0028386042,-.00072200003,.0028319927,matched (3),.0085591367,.0081963278,.0087301536,.0081713554,.0028390789,.002832514,.041914668,4
.5,.5,-1.6,.5,.5,-1.6,.5,.5,1.6,890,.041284151,.0023691703,.038797934,.002438918,.042444438,.0023802693,.49361828,.0068103033,-.00049099931,.0029299443,-.00052999926,.00292368,matched (3),.0040735514,.0039441977,.0041817995,.2504693,.0029301853,.0029239608,.038797934,2
.5,.5,-1.6,.5,.5,1.6,.75,.25,-1.42,891,-.046395764,.0025406934,-.048902541,.0025978351,-.047647856,.0025492015,-.79803824,.006710628,.0001960001,.0030131422,.00017400026,.003012242,matched (3),.0046932604,.0049892939,.0048195198,.64357567,.0030131806,.0030122723,.046395764,1
.5,.5,-1.6,.5,.5,1.6,.75,.25,-.5,892,-.057537988,.0026372306,-.059970651,.0026985102,-.058744229,.0026480493,-.64214015,.0066810166,-.000018000244,.0030300184,-.000034000263,.0030296668,matched (3),.0059478506,.006294989,.006098934,.41902497,.0030300186,.003029668,.057537988,1
.5,.5,-1.6,.5,.5,1.6,.75,.25,.5,893,-.069097944,.0025742464,-.071458884,.0026350436,-.070254207,.0025859363,-.47617248,.0065792426,.00059799966,.0030174539,.0005799997,.0030166404,matched (3),.0073487721,.0077414154,.0075215898,.23331948,.0030178116,.0030169769,.069097944,1
.5,.5,-1.6,.5,.5,1.6,.75,.25,1.42,894,-.080027834,.0024618385,-.082315363,.0025373613,-.081137344,.0024805614,-.32403302,.0062616626,.00051199988,.0028471518,.00048999989,.0028470145,matched (3),.0088662924,.0093131801,.0090638297,.11125907,.002847414,.0028472545,.080027834,1
.5,.5,-1.6,.5,.5,1.6,.25,.75,-1.42,895,-.046378087,.0024195446,-.048921369,.0024767474,-.047630161,.0024284748,-.29814097,.0062760459,.00035400034,.002864463,.00034000014,.0028646339,matched (3),.0045704716,.0048700478,.0046971072,.095164083,.0028645883,.0028647494,.046378087,1
.5,.5,-1.6,.5,.5,1.6,.25,.75,-.5,896,-.057410102,.0025736338,-.059885062,.0026205699,-.058616862,.0025786655,-.14116132,.0063790241,-.000098000142,.0029831235,-.00011600015,.0029845526,matched (3),.0058695534,.0062067905,.0060146018,.026305543,.0029831331,.0029845661,.057410102,1
.5,.5,-1.6,.5,.5,1.6,.25,.75,.5,897,-.068726406,.0026054438,-.071121849,.0026575718,-.069882445,.0026129833,.025999434,.006259738,.00050400023,.003054922,.00048600018,.0030555886,matched (3),.0073287627,.0077158893,.0074965395,.0069357087,.003055176,.0030558247,.025999434,4
.5,.5,-1.6,.5,.5,1.6,.25,.75,1.42,898,-.079569459,.0024611384,-.081891179,.0025281257,-.080678843,.0024763313,.17535129,.006135677,.0005480001,.0028596323,.00053000008,.002859391,matched (3),.0087924376,.0092342906,.0089854067,.036883753,.0028599326,.0028596718,.079569459,1
.5,.5,-1.6,.5,.5,1.6,.5,.5,-1.6,899,-.044533148,.0023540405,-.047072649,.0024139849,-.045794368,.0023649491,-.57302797,.0066459132,-.00010199985,.002877567,-.00012199977,.0028771134,matched (3),.0043372419,.0046298192,.0044620731,.33500695,.0028775774,.0028771283,.044533148,1
.5,.5,-1.6,.5,.5,1.6,.5,.5,1.6,900,-.082337707,.002436491,-.08462733,.0025064321,-.08343716,.0024518061,-.037495002,.006661606,.000096000062,.0028090347,.000070000046,.0028086668,matched (3),.0092159892,.009668217,.0094135655,.0080674812,.002809044,.0028086717,.037495002,4
.5,.5,1.6,.75,.25,-1.42,.75,.25,-1.42,901,-.06807936,.0020290641,-.06583038,.0020834848,-.068933904,.0020295456,.035250384,.0065440135,.001442,.002913771,.0014340001,.0029127989,matched (3),.0066638635,.0064171236,.0067814286,.0077866032,.0029158504,.0029148553,.035250384,4
.5,.5,1.6,.75,.25,-1.42,.75,.25,-.5,902,-.033375669,.0024112966,-.031206701,.0024538226,-.033651866,.0024073338,.18979776,.0067481287,.0021439998,.0045071729,.0021319997,.0045046178,matched (3),.003525232,.0034276808,.0035397818,.042771317,.0045117694,.0045091631,.031206701,2
.5,.5,1.6,.75,.25,-1.42,.75,.25,.5,903,.004673115,.0024398381,.0068415506,.002498274,.0050376798,.0024417702,.35614294,.0062943739,.0040199999,.0042810338,.0040119998,.0042769513,matched (3),.0024616763,.0025450808,.0024671485,.13313216,.0042971941,.0042930474,.004673115,1
.5,.5,1.6,.75,.25,-1.42,.75,.25,1.42,904,.039103333,.0019870533,.041176122,.0020378185,.040084694,.0019966941,.50753576,.0061656558,.0027159995,.0029908379,.0027099994,.0029891843,matched (3),.0035161239,.0037332915,.0036034768,.26375821,.0029982144,.0029965285,.039103333,1
.5,.5,1.6,.75,.25,-1.42,.25,.75,-1.42,905,-.069125734,.0021863014,-.066561863,.0022821438,-.069995098,.002185575,.534275,.0051894179,.00080200005,.0031980781,.00080400001,.0031928327,matched (3),.0069646686,.0067126253,.0070848889,.29063919,.0031987214,.003193479,.066561863,2
.5,.5,1.6,.75,.25,-1.42,.25,.75,-.5,906,-.033309087,.0023920399,-.030768659,.0025213039,-.033591259,.0023882783,.69104421,.0055892775,.0043179998,.0044883504,.0043179998,.0044847885,matched (3),.0035015352,.0034680143,.003516651,.48313138,.0045069954,.0045034336,.030768659,2
